a_count,a_score,actor1,actor2,actor3,box_office,c_count,c_score,date,genre,mp_rating,runtime,titles,year
"
        ,
        160,893",71%,"
                Mel Gibson","
                Jodie Foster","
                Alfred Molina",,35,66,20-May-94,"
                        Action & Adventure,
                        Comedy,
                        Western",PG-13,"
                    129 minutes
                ","
                Maverick",-1994
,,,,,,,,,,,,,
"
        ,
        1,027,836",84%,"
                Jim Carrey","
                Jeff Daniels","
                Lauren Holly",,35,67,16-Dec-94,"
                        Action & Adventure,
                        Comedy,
                        Special Interest",PG-13,"
                    107 minutes
                ","
                Dumb and Dumber",-1994
,,,,,,,,,,,,,
"
        ,
        26,943",73%,"
                Denis Leary","
                Judy Davis","
                Kevin Spacey",,37,71,9-Mar-94,"
                        Comedy,
                        Drama",R,"
                    93 minutes
                ","
                The Ref",-1994
,,,,,,,,,,,,,
"
        ,
        273,260",95%,"
                Jean Reno","
                Gary Oldman","
                Natalie Portman",,42,71,18-Nov-94,"
                        Action & Adventure,
                        Drama,
                        Mystery & Suspense","R (for scenes of strong graphic violence, and for language)","
                    104 minutes
                ","
                Léon: The Professional",-1994
,,,,,,,,,,,,,
"
        ,
        265,476",76%,"
                Arnold Schwarzenegger","
                Jamie Lee Curtis","
                Tom Arnold",,34,72,15-Jul-94,"
                        Action & Adventure,
                        Comedy,
                        Mystery & Suspense,
                        Romance",R (for a lot of action/violence and some language),"
                    141 minutes
                ","
                True Lies",-1994
,,,,,,,,,,,,,
"
        ,
        1,243,047",95%,"
                Tom Hanks","
                Robin Wright","
                Gary Sinise","$330,000,000 ",61,71,6-Jul-94,"
                        Comedy,
                        Drama,
                        Romance","PG-13 (for drug content, some sensuality and war violence)","
                    142 minutes
                ","
                Forrest Gump",-1994
,,,,,,,,,,,,,
"
        ,
        369,113",65%,"
                Tim Allen","
                Judge Reinhold","
                Wendy Crewson",,40,74,11-Nov-94,"
                        Action & Adventure,
                        Comedy,
                        Kids & Family,
                        Science Fiction & Fantasy",PG,"
                    97 minutes
                ","
                The Santa Clause",-1994
,,,,,,,,,,,,,
"
        ,
        994,086",67%,"
                Cameron Diaz","
                Peter Riegert","
                Peter Greene",,40,77,29-Jul-94,"
                        Action & Adventure,
                        Comedy,
                        Science Fiction & Fantasy",PG-13,"
                    101 minutes
                ","
                The Mask",-1994
,,,,,,,,,,,,,
"
        ,
        376,882",90%,"
                Brandon Lee","
                Ernie Hudson","
                Michael Wincott",,41,80,1-Jan-94,"
                        Action & Adventure,
                        Science Fiction & Fantasy","R (For a great amount of strong violence and language, and for drug use and some sexuality.)","
                    101 minutes
                ","
                The Crow",-1994
,,,,,,,,,,,,,
"
        ,
        51,576",87%,"
                Jackie Chan","
                Siu Tin Yuen","
                Lung Ti",,62,83,3-Feb-94,"
                        Action & Adventure,
                        Art House & International,
                        Comedy",R (for violent content),"
                    102 minutes
                ","
                The Legend of Drunken Master (Jui kuen II) (Drunken Fist II)",-1994
,,,,,,,,,,,,,
"
        ,
        19,822",87%,"
                Zbigniew Zamachowski","
                Julie Delpy","
                Janusz Gajos",,38,88,10-Jun-94,"
                        Art House & International,
                        Comedy,
                        Drama",R,"
                    93 minutes
                ","
                Three Colors: White (Trois Couleurs: Blanc)",-1994
,,,,,,,,,,,,,
"
        ,
        285,058",89%,"
                Brian O'Halloran","
                Jeff Anderson","
                Marilyn Ghigliotti",,43,88,19-Oct-94,"
                        Comedy,
                        Cult Movies,
                        Drama",R (on appeal for extensive use of extremely explicit sex-related dialogue.),"
                    92 minutes
                ","
                Clerks",-1994
,,,,,,,,,,,,,
"
        ,
        12,797",70%,"
                Federico Luppi","
                Ron Perlman","
                Claudio Brook",,44,90,1-Jun-94,"
                        Art House & International,
                        Drama,
                        Horror,
                        Mystery & Suspense",R,"
                    96 minutes
                ","
                Cronos",-1994
,,,,,,,,,,,,,
"
        ,
        14,128",92%,"
                Sihung Lung","
                Kuei-Mei Yang","
                Wu Chien-lien",,41,91,3-Aug-94,"
                        Art House & International,
                        Comedy,
                        Drama,
                        Romance",NR,"
                    123 minutes
                ","
                Eat Drink Man Woman (Yin shi nan nu)",-1994
,,,,,,,,,,,,,
"
        ,
        8,445",81%,"
                Paul Newman","
                Jessica Tandy","
                Bruce Willis",,49,91,23-Dec-94,"
                        Comedy,
                        Drama",R,"
                    110 minutes
                ","
                Nobody's Fool",-1994
,,,,,,,,,,,,,
"
        ,
        39,954",83%,"
                Melanie Lynskey","
                Kate Winslet","
                Sarah Peirse",,46,92,16-Nov-94,"
                        Drama,
                        Science Fiction & Fantasy,
                        Romance",R,"
                    98 minutes
                ","
                Heavenly Creatures",-1994
,,,,,,,,,,,,,
